Name,Description ,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast! ,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California, _Santa_Barbara ",https://web.physics.ucsb.edu/~Women/images/ucsb- big.jpg
Benicia State Recreation area ,A tidal wetland used for recreation purposes and conservation.,38.0501,-122.1589,https://en.wikipedia.org/wiki/Benicia_State_Recreation_Area,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxMTEhUTEhMVFRUVFRcVFhUXFxgVFRUXFRUXFxYVFRgYHSggGBolGxcXITEhJSkrLi4uGB8zODMtNygtLisBCgoKDg0OFxAQGy0fHR0tLS0tKy0tLS0tLS0tLS0tLS0tLS0tKy0rLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tK//AABEIAJoBRwMBIgACEQEDEQH/xAAcAAACAwEBAQEAAAAAAAAAAAADBAABAgUGBwj/xABCEAABAwIEAgYHBgUDAwUAAAABAAIRAyEEEjFBUWEFInGBkaETMlKxwdHwBhRCU5LhBxVicvEjgrIzosIXJEPS4v/EABkBAAMBAQEAAAAAAAAAAAAAAAABAgMEBf/EACMRAQEAAgICAgMBAQEAAAAAAAABAhEDEiExQVEEE2EUUiL/2gAMAwEAAhEDEQA/APsahWoVEIDBaslqIoU9louWrJajkLBaqlKwuQslqYIWHBVKnReFaKWqsoVbToEtCG5iZyLDqacpWF8iG+kjlqohXKWiNSil30l1SxDfTV45ouLkupKvu5+gullRGOAN1p+xHUlSwLos9HGEcNXSuhTy9i0Wi6yvJWkwjg4ii4JdpO6776QSNfCclrjyfaLi5z4QKjAn34F3BLPw7hstscoysoDGIpCgaQtCVRF3tQqjUyQhvKqUqTyLXokUBayq9pLVGrGVMPaoGKtkWyLbaaZFMLYppXIaCpUU5SoKU6acoUlhnm1xiUqMLyuCrsdiWPgy58iWPBio7UyIBDXAE9q9lWdkY5/stc79IJXi6eIc2oGlr5ikJygwWmlDSWuMDeTrOpXNlltvjHusqrKiyhuKk2CFFC1RUHplS3CqF57rYUW4VQgmVRatQpCAEWrJajwskJ7ToAhYMcEyWrJpqpS0WVFHNJZNJOVOi+RQsRTTUhVstAhqhpo2WVfoyn2Gi5oArH3QJksKu/BPtS1CpwvBZ+7HinAeKhR3o6wk8EbIfpDwTxcqc4KpkmwkXlCcE8CCocKOKuZaTcXNBG4QKpHBdB9EDilsRQC1xyjOyuY4rBZKbdh1bKJC37RlokaK2WBNehRBRCVzHUiGjgshk7LptY0bK20xsEv2H0Ito8lsUk4WclmFNzV1BZTR2WWgryqLdqkB6Uqf6ThF3ZWDnncGx5rjuDjVxB6s+jvYZYytIIgzM8dl1OlQ2GBxgF4M7Q0E35fNcujTY6rWl4ykADcy5jdxtEWKjw1j0eHMsbOsAHtFitZUl0Dim1KLXNIjgNiesR3THcnypNghRWQojZPRqKKLgdalFazKZIoopCDRRRSEwkKQoArhBMwqLUSFIRsAliz6NMwqhGy0X9GsmmUyQqyp7GixYVA0pghZIT2WgSFXciOCymTBCG9o4IxWSFUqbCkAbLYeFp5QytJ5RfDD4KyaLStK8wCpAZwnAIL6SYOJhAdXJ2Vzsm9QHUlXokRzisErTyjcQNWwFlq2ppxWZU5aAC0AjZhtaiNYtBbaVNqpHA6ZYx1ekHhzsjHuyNIAGYtAcd+I70jhaND0tSaWYDLFpAsBEE2Mz4rtVqjvTvytnK1rbkCAZdItqk8I93pqxAaTLeqSJBiJBMWOn+1LaxfspAohobDQG3OpJEE9lt12SVyegCZeCGg5n2GvVqvaJgxsusWoKskqKFiiE7r0EqlUqSuB2tKlUqSgLhVKkqJhJUlVCkIJoOWghwtBAbUVKJBpUqUTCKKpUQaFZKhVFNLBWYRFAq2QJCyQjlqw6mnKmwCEF4RajQEOVrGWQLmoTjzRnBDLOS1jG0Jx5oZ70f0fJaFBX2kRq0pCsMKbFGFeVLufQBtNayowpkrXoo1IU3NpMaBkVhirEYmkz16jGzxcAuFjPtphmODW5qnEtAgcPWie5Z3kxnurnHa9A1nYiBo5Lx1X+INITlpOMGJLgNdNly6v8RKhkNYxt7G7j8j4LO/kYfbScWT1mDrvc6qWsAHpXNOY65DlBBBsI9yDgMU91StkY0kEB3WkC05Zzd/DrLwWK6eq1IJcBkdbYSIGbmbBYf0vWdLvSu4kgkST2a6Kf9OK/wBNfReiXvFZ7XAAZ3aAn1mNf60ka5rLtSvjVWu52pcbT1j4TdDc615voN0v9H8V+j+vs/eovizm7woj/R/B/n/r75nV51+fMN9uMaHD/wB48TIJcA8cuqWm/Zqn8N/EnGizq7XNA9Z1KmCTe1o5GVPQ9vuedQPXwmv9vcY4knEkTADaYa08DBAjfil8P9tscyIxNRwM7NqHvzgxzGyfQtvv4erzL490f/FKs0gVmU6gJ9YTTI1kGBA5SPmO43+KdANf6SjUa9pblYL5wSA4gkCCBJgi6XWnt9GzK5Xi8J/EfAPYHGo5k/hcx2YHcHKCO+Y5p7C/bbBPIArtBIJ6wLYgSZJt57I1Rt6aVYK5WA6bw9bMaVanUyxmyvBiZie2D4FaodNUHuLG1qZcNWhwnfbfQpaG3UzKSlaWLY4Atc1wOhBBB7I1RPSBGhsbMpKWrV4A7QtUa4cAQQeMHfcJ6Gx1EPOsurgEDcmBveCfcCgDKlkPV5kBIUhVmUzIJZWSFeZVmTDDqSGaCMZQ6laIBdEmBzMEx4A+CqWouMY+7qfd0WTxWcx4p9qXWMigqNJYFZ0f7iO4OI9wV1KxAJJAAuSYAEcSUbo6xksXK6a6bo4Yf6p6xBIYLuPdNhzMDmvN/aT7cHrMwtzeatvCmDY/3G3vXh3F1Rxc4lxN3uJJJJGhJudPILHP8jXiNMeDfmvW4z+IFV3/AEKTGjZzpdYa2BA8yvN9I/afFVZz1jBjqtAa3a9uzjskcTXIbw3B7J8lzXvvcfHzXNeXLL3WvTGNVMQXEkmVea8E9n1uhHUQIO8e7SylXBtdlc9x6hnqmJ5Ewo8UaFiDtff5rH3gSQCCQdvL3IjsQ0zqedgB9dqTp9GszZwC1xJJu7/F50S8DRipUiAL/ui0Xkj/AO2/Mob2gTE6gAwd9SLaKMrTGnMpyAy6m7KT6xOwNgrptgEgEctdtpKXdV2EgcdQJ77LbHybcz2cIC0ioYpNJFyY7YUVB1h+4UVbN5ejh3Tc5drCSfknqdb0bIBm5AkDWCNDrqdV9odg6G9Nn6W/JYdgMP8AlU/0t+S6bdubT4iab3uki50sQLcgt0apEhze3laDM7dq+1DA0Py2fpHwCr7lQ/LZ+kfJPsNPi2frEgkzrJjnfiozMXBzXach7jzX2c4DD/ls/SPksnA4f2Gfpb8k9lp8mw9UBhlrcxMyTeL6cNUFtVgJBaZMgEOJMHi0i/ivrv3DD6+jZ+lvyWTgMP8Als/S35IlD5XhcW1ls4MuGYxcASd+5ONxbAIbUJaPVbY68M2ka6bdi+j/AMvw/wCUz9LfkqPR2H/JZ+lvyT3A+bM6UDAA1xJESSG5pH9Q2vY8l16f2sqZAG1cQ6+ZzfTQJ9Yj1s2q9iejMP8Ak0/0N+Sx/LcN+TT/AEAfBOZQtVzcR0/UGFZVFbFGq4MOUvYWy52wLZOuhJSmG+3FcNb6Ks053S5rg3M12hLiYEGJ6ttdN+47o3D/AJLP0hAPROF/Ip6R6g31GiJcR5HP24r049J6KsHHK30DtxrOaSTGwA0O11r/ANQKdnmlWGQybNmMpZaXXu8JcdEYeIFBttOoLdlrLYwFMGRTg66QfciWfIt+nf6H+1jcUD6OczblroDgOIvpzC6X8xqcPMLxtPBNYczGZTpLYadjqLxoi5n2OZ8jTradiPBbr1h6TreyPEJav0pVkgsBt7Q3nl9cl5709X2qniUGqyo4kn0t9es8C3YjwN17AdJVvZH6gY7FP5lW9nwLfi5eS+8V9jU8/ktCrX9p4+uYRqFuvWHpKr7Hm35pDpDpCrmo9Uk+kkXaIPoqgiztLrimtUF/SnvIHvCDVe4uDjVJLbiHNsdDaQD4KpIN16wdKVgPU21JYNNSesAuJjft5AIZTl0kST1bbiCZ8VyMXWziHVKjh7Ie0AxxGYBefxdKpmHo6Eiblz2Trr1ainKaPGuziftRinXNQsEyA2G37dfNcjGdJ16oy1Kr8pMkOc4ibwYPafqFknd1Gs0wNMrxI1iDb9kN+JpwSRXzHQuokN5EwVwcmXJbrV06sJhr2C5/sxME5nWEdkTHLl4ptrPky0CBbQNJ1Dje/ZHDgkOmHHKPR1XEzo5jm+f1oqwbmx16ozWzNyvi+sGIssphlra7lPgQUS49Zxje86dv7qqWV1mkujYkDy7k5Vr03McxpEkbhzWWgetlny22XL6LwddhIL6GUzM5jAOobAnwSmNu/guuMv2ZoUzMgC2g1nsRnsLvWBEaiOKcbQDf/lYAP6oBtYaAkC6P93BMtfTIAEDMJMkTHNT2V0kjmUmtHqqzWLdvina2BLQXOcwCfab2TYysjo9xEtLSDez2fNG/kdSdO4k8YiPG2wQiWyYkGe3kn34Bw2PC1522myZZ0U6LMcSDFmnXgLKplC61zaNCYkWG/E+/RabWYZDTe4vxhM9IYWoG+q5skRxjwt+yQw2FMg+jkkNcTcnWZPD/AAq7Q+ujraTjxPJRPYXDlwzOkNsfEW7NdFai8v0qYbe/bQPtN/7vrip93/rYe5w+K0ap30WBVPj3Fd7lb+5z+Jvh/wDpaGDHP670rUrEfi016028LdvJZGJJOuuxNxrOg7PEII07CtibgTF3RvHjdbp4OnudLesL8JvwXHxOOIBhwmDeTfdnfNvArLuknOIIfqDx/DBGpi4cd9QE9jT0LcHR3N+OY98QURuHocv1E/FefGNmCHOLTBkRedO/lyUFa1zU53Nr8hI/yjZO+aOHg6TeLk3U9Dh/6fH5lebfWOzSRIBk6EkR3fNWysSYa2bXseNrkdqNh6b7vQ5e9Qtw4vDbcj8l5r05iR4A8O/6CDRruMyRY3mxEtEdqNh6x9ejFhSjm0T4Qlq1Rh2Z3MeD5ELgmu/XNA7Y8iOYWmFxBv4Ge06FPYdalWa3h2FpP7+at+NHBo7B+64mfeYjz07lT6gF/eQPrdGydj70BFv+Y9xCo48yIi/9Jntu7muIKtp2ntPfrKjao4Hmdu5PZOvUxo327o8CgOxZmziOU/ECfNcz00Xym3GbWvcLLcUJ2A1ide8lPYdQ49/tn9RWTjidXT/ucuY2sXaAXvbKO++y24OmzWjQ6ge4pylo5UxhJ1PcUE40zEu7ydu9Ky+Jg+MT4oOZ2t57Z5cE+xadFmL29x+ErL8W29vMmPguaC7Tnv8AFRwdy23+uPmq/YXU86vNob4fsgVHDl4fssNDoDvPMQDulKuJZEuIG+vdy9yd5ZPZTGjVADsPBL1MO3glj0g0yM0kea03GMDoJ74tPNZX8jivzFTGo7CN9keCB/LafsjwWquPYDF+3Lbbghu6TaLkOHD6hReXh+4qTJr+UU+DfBqSpUMO95Y0jMAZG9rHTtW3dLWnKLcztuVzmva05mBrSRcjXmATtPw4Lny5+P4XJft03dEN2nhZxt5pep0UZtUf2GHDz+eyHUxb/aHkDogtrOdrOsa79qzy/Jx/5V6+S+OwzqV/Sa6dWB5OWcI1zoOaGm8z23HmmqzzOhjiJjnEIbn6WF9RBntMrK8+/g5Rc7gDD3kzpmtylBwTqjHdYGzSGw+BpbQzZbzgbE3mRt3SLdyI1+baZ3uLfFY3lo7/AEa/ndW46neZI5GddlEuzBA/hBVqP3Q++T6c6oBqYB0ue4QFTTPE+AB8Sl34YiOs1trSWg9pgnktHDkgBvW5l1hzmy9hAjX5urEkdpH+O9BqODSBA1tOrrerFuZG2y03DVCPV0vYW8TMb+CXxAgOzDaTsY8OWqNgtiK2dpDcsZdCdSW5QIN77oeHxIJcQI6zje2kODnDYg03NItqEviGw05bEcBlJ6wy+IdPeCuUMcwG7g1zXnfXrAuIJ2sZHONoS2b0uGxAhwhxIOUAEEQTbgbaSEw+tlGYtkC15OpiSOH7rgNxUh1SRlkGZDiQHMJ07AZXS1BjtiCBrO4i4t3o2Vgr6kiIiDAJMQ4kEaCNYA7Qil46sPaAXmwI1AMTP1okqBMOa5wByyDYTAgG+/V05cktiqwyyHNMRJEEzBga3ItY38UbGnVdUE5c3GIbuCBc+5c5le7plvdADmmLwRwS1fpJlMy+oAJkRcySdAJnqh3j3JKvjWZiRULusDa0kzBvoDInsR2GnpKZZna0EkFk3JI/DsDz8uVjUcN6wtYwAANMoOjnHjO+q8nS6YaCy56rXCf7i1wAPID3LNf7TkOPomBwiR1o20AjXnO6V5MZ7Kx7CpRbwva2cWBi8bfsgtaNC8xps4dmt143F/ad76fWYWH1pZOYwZvPnfY2QsJ09iKmVvpGtuS57gGO7CADJjs+CX7cdbGnr8FXY5hMWzPid4cct+yFp2NptOX/AEyRxaPCwmV4unjMQ4FgqFrRAAc7KIi4gCTveRqEs7o9sHNLg78JIBA3tG9jx1Cn9+MOY7e+pYpoBcCC2CcwjLGpM8Oaz/OGNn/VbcjR4O2oH1txXiKGEaNRIB5E68OBgeARBP4RAmTaAJnlossvzJPQ6PTO+0VJxPWe47HI5wN4s4NI32QafTjnF2RpDAB13uDGm+sEdu2y86zOZJ6o7Ynw1ULhBmYG5NuyJ+Ci/mZfQ1jPb01bp24DesN3km94IaNALG5nlxSHSvS9UABkEmBOuW1zfUyAuBVcT6hkazPDSEtTxlYHK5uYe0RHD9k5z8mULtj9Ohi+la0Qar53yRO+hA4ELn18fVqBuZ1WG2AdrliNdTtrM2TDekZPWblPv7J2TNPFgjquZz1B8NVlebknsrZQmNIALcxMaGbabG90SpUMaH3e9ZxWNeLDLwEEAnv7/NKHF1CTFMcycwadL2WMxyy80XIy6tBMW2Nx52Q/TcI19opSriHR/wBNwF5EzKFQokyZcADJDpHgT2rScUk3U7p5uImQMriLwDPxRHCpwjnPzQqOHfHVINtbTK0MKfxSRzHkOCi6+BqsvcG2c8A7/UqnVRMR2348ibrbOjgfWBMaTJ/wtUcDTbeCPP8AZPeB6rdAxo0/XejHDvOpPYtSNBHfm+S0K2vwm6xv2sKjgz7ZI7tEdlIAafHzKgdO1hrr71KjQNVNytOSNW2HkrYDz8EEuA+rKxVjcaaQbeSWlbbe+N45WHkohFgdqB32UT8J8vfUek6NOzgwOFr1YiNDFiREcNUuz7SsaWt9KxhgxDoMNMSXE9hvrsF8fxOKhxzNkyJdALjxkkX0TNJzXnrMLwNuMDlBsAd17He69B9I6X+1dJoEVTVfEgNc2TGgJd1QJPEcguG77ZvcRNHKCIuZ1/COrftAXlKTm2OVjIOYZerlHKRqAQmsThC4gunjnF4PAE6d3klcyehZ0+cpBaAxuUuJ0i2hGsEa8/Dk1qwJJIc6evYdY3Lpm9utHI9iSqCSRs0iwswiTAPGLnmnM72NgnXbSDMmBpuB4pd4rbWC6VeCAxpFNgNiOsQ0QTa8mfNL1cbVxDiDIY2RcQM1gfj9FK0sWRN4IF+4T7wiVMaCInlwF4O+6WWf1E9ot9E9UF5sSYBI3BAjhYotGm0NEEcBE8bybam6VdDibzaSdCYgCOeiE2qWgFtzNx5Dv1PelvKp7ujiABLvwzI2AkCRA1Fo8UN9Z3VBnnN5vr7lpmIz+tGWAI43sL/FL43EuvlmB4acfFRvK3VK51KZeTfQG/M8RO11oMcLtuJOogb3J4fAhJfeKmT0o6zc0O1lpjq5wR+KDEWOmqJQcagExAORzidZuR2iRbmLrS4X3Twx7XVMNxUy1oM89RwnTUxbsV4XFhzgIIPbpHNZwlCQYB9btJF+sZNhCvDYQ5g99yBI5gR847ilcMVXHWoLiMaxpGY6hrhvALbXi24jkhu6WA9WDpoeU24/utVKWYl+aJlsEkze0xpYnz0S1PAtyOaM4IDja46oJLY2kAX7FM4+O+0XxTn8zMTyBhvNtu+AtHpMxMmPP6+u1SlhxMlotE6eenEeSqs87WAvMcdvJTePDfiJ3Tox86g66gm/C3H5rRxLHeszlJkzab+/dI0cU7cEXvIGo1+tU1SxfftI002UZccnwe6bo0SeQ89LaBartfBuY8zul6TSZLXRtAmR2yfgmmYV8nrdt9b9/PxWNmquY7Lh5iP3MqnNvemO0COz6sukzKLOjeNR2aDmtim3f60iLz9FT2VOLbmjBA6Dvv3C4TZwxDZvAm9wPcnKVLh46R9di1WAywHDtJBnkSNuYHelvfy1nFjI5bMjtC0kaw4fH6unMMxnsjNtBlx8AiQxxtrEkidbaakhCeSDEx425XEqc5susgpYYBAaLxBmdjMcL6qnCPZ7YS5qcCbHkPNYzwf8kHnwUzEtwWrPIc9z3W80uaZ49pPustennf4fuqaAZkCZHE+BVSaRdNtp9/YY524qBgHw4qNbwPhf6Oi3kM2PedPApU9BPrcu7XxWc1rAzpYX11v7kRwPA+UGyG4idDMa2geCeksenAF5txEnyV1MTI6oJ5DVW2CZH14BbDuVj2o8AJtfTqn46KLdT6+oUR4Ly85iaRcMsBwcRYXvsDwJt3KMbBdZt9ZNpB1GtgYtqU1hx6vb8kximiTb2PcV6PfXhLkYai5z8wdab2ga3MbjVdLDvdFwHT427NO5bqPManh3ZRZAY45RfZvwU5Z3IrTJxMSNyLnXWSNtbHmbpKtipA1v/lGxXqjm1084mEpT0PJro5XTwxnsbDruJMN9iZ9oFsz2wocN1euJOseNuY1W6Y17APL90xV1P9vwWtutSCl/S3vItB4w6TNtLQh16gBA1kDzJt4zzgDuLS/6j/7fi1XQaCCTcw3/AJEfEpz2SUa4LRc7mYsBvHl4lT75m6ploA5DNveeccNFKgs7sH/iubivWd3e8oxxlpybd3AVAM9QH+gCZEOPWm3WEtHkjOIsMsANgCe3eDrPvSvRwlt9pjl6uiL7P9zf+RWPJb20qWwPE4jKPW6rhDgAd57L3jXeyXPSTbHKBceAmxO/7KYv/pHtb7iuTVHVPd8VthjLBcra6eKxxNQZdDBvwgGL6GL/ADRfT5nRYSBcAgzHP4SOfDjOsKcWsf8AkutgPxf3fNVnjJCotYHUO5xyteNt9b6IDcYGG5dlsdNbbdiHMNZFpDp5xMJp7QcsiYB9xUdZPFToWni2Frp01JJ8hz1Pd4MUqzALacIJN+ULmYJg9KBAuu2xgkmBM8FnyyYqkawjCTZtvaNifELpMqNHrEc9rdgNkuHHLrssAXHYP+QXHf8A1WsvX0fqkcPK88Z1O24WQZ07BNpjTe50StLQfWyZjXv+CzsX22jG7wRtrOvwWnRpAI5iffMIeH3TR+v+1RbqiUkWAGQBI3tLeHYo+q8xJJ7Ynx+tUxVGvYP/ABS1TQKt7NGMHEzYi4jnEb8kMvAvY94jwB5pvDm3e5B6QH+oe34K7IMsdTZepWg+oXDf8JHZfRFoukg3bxFj53lDp/XgEPDOJmePwCm+mboVMQwWJE7TEmUNjhrIHO3mAbrFRojTU/BU1okW+uqp1NKZfVI3B+uCyMRe514gR+yYyDq2GnxQ6zR1bbDzTmi0yIvZs8ARPhuq/wBrpGwiI7yjNpggyBsNFnDMBY4kA3bqJQNMOjeedv2UQB657FEekv/Z"
